chr,start,end,length,abs_summit,pileup,-log10(pvalue),fold_enrichment,-log10(qvalue),name,mean
chr2,232325786,232326145,360,232325920,32.63,37.36,16.8141,34.1533,replikate2_peak_14707,232325965.5
chr2,232385628,232386108,481,232385844,36.06,26.7525,9.26571,23.7008,replikate2_peak_14708,232385868
chr2,232632180,232632430,251,232632265,6.87,4.94527,4.55566,2.50372,replikate2_peak_14709,232632305
chr2,232646783,232647103,321,232646955,8.59,7.08752,5.54984,4.52825,replikate2_peak_14710,232646943
chr2,232651797,232652115,319,232651965,46.37,32.7406,9.44309,29.6005,replikate2_peak_14711,232651956
chr2,232700257,232700564,308,232700434,11.16,9.08008,6.08115,6.44397,replikate2_peak_14712,232700410.5
chr2,232745063,232745650,588,232745303,186.32,179.734,20.8139,175.228,replikate2_peak_14713,232745356.5
chr2,232795005,232795264,260,232795085,22.32,14.2623,6.64519,11.4631,replikate2_peak_14714,232795134.5
chr2,232885253,232885503,251,232885410,12.88,9.01644,6.15503,6.3858,replikate2_peak_14715,232885378
chr2,233422391,233422684,294,233422601,16.31,7.66459,4.32854,5.08305,replikate2_peak_14716,233422537.5
chr2,233486924,233488125,1202,233487813,268.75,74.8535,3.90948,71.2415,replikate2_peak_14717,233487524.5
chr2,233533780,233534215,436,233533991,70.41,69.3385,17.8521,65.7781,replikate2_peak_14718,233533997.5
chr2,233541543,233541920,378,233541714,24.9,26.3813,13.429,23.3376,replikate2_peak_14719,233541731.5
chr2,233690471,233690817,347,233690605,53.24,21.6195,4.93051,18.6563,replikate2_peak_14720,233690644
chr2,233700237,233700550,314,233700354,79.85,29.3786,4.75608,26.2861,replikate2_peak_14721,233700393.5
chr2,233710458,233710769,312,233710576,37.78,9.78053,3.23168,7.11912,replikate2_peak_14722,233710613.5
chr2,233816280,233816645,366,233816432,14.6,12.5229,7.79843,9.7663,replikate2_peak_14723,233816462.5
chr2,234057158,234057424,267,234057217,11.16,9.08008,6.08115,6.44397,replikate2_peak_14724,234057291
chr2,234309633,234309951,319,234309817,18.03,19.7364,10.8565,16.8105,replikate2_peak_14725,234309792
chr2,234357657,234357913,257,234357763,19.75,13.1909,6.91623,10.4154,replikate2_peak_14726,234357785
chr2,234363849,234364110,262,234364007,10.3,7.8724,5.57078,5.28637,replikate2_peak_14727,234363979.5
chr2,234366949,234367246,298,234367030,24.04,13.009,5.54761,10.2417,replikate2_peak_14728,234367097.5
chr2,234392657,234392907,251,234392821,9.45,8.22881,6.04694,5.62202,replikate2_peak_14729,234392782
chr2,234422200,234422491,292,234422335,31.77,15.1537,5.46161,12.3311,replikate2_peak_14730,234422345.5
chr2,234425630,234425969,340,234425733,16.31,14.9606,8.65707,12.1406,replikate2_peak_14731,234425799.5
chr2,234462643,234462920,278,234462804,39.5,22.068,6.74957,19.0968,replikate2_peak_14732,234462781.5
chr2,234549173,234549498,326,234549360,12.02,10.1966,6.51047,7.51667,replikate2_peak_14733,234549335.5
chr2,234633908,234634205,298,234634051,52.38,16.1189,3.81264,13.2738,replikate2_peak_14734,234634056.5
chr2,234939687,234940055,369,234939909,26.62,25.8988,12.2474,22.8599,replikate2_peak_14735,234939871
chr2,234976584,234976866,283,234976692,10.3,9.41099,6.54403,6.75706,replikate2_peak_14736,234976725
chr2,235049165,235049433,269,235049291,7.73,5.99129,5.05275,3.48474,replikate2_peak_14737,235049299
chr2,235170994,235171322,329,235171167,36.06,22.4941,7.38893,19.5176,replikate2_peak_14738,235171158
chr2,235171788,235172140,353,235171906,12.02,11.0327,7.02544,8.32656,replikate2_peak_14739,235171964
chr2,235204858,235205237,380,235205051,30.91,16.9306,6.3822,14.0666,replikate2_peak_14740,235205047.5
chr2,235227182,235227619,438,235227378,17.17,18.5942,10.5208,15.6905,replikate2_peak_14741,235227400.5
chr2,235315521,235315771,251,235315564,7.73,5.99129,5.05275,3.48474,replikate2_peak_14742,235315646
chr2,235402261,235402535,275,235402343,18.03,9.25272,4.75786,6.60843,replikate2_peak_14743,235402398
chr2,235520526,235521163,638,235520834,93.59,146.305,47.2014,142.074,replikate2_peak_14744,235520844.5
chr2,235544705,235544963,259,235544824,34.35,9.2175,3.21323,6.57862,replikate2_peak_14745,235544834
chr2,235553161,235553719,559,235553376,46.37,66.2206,27.4219,62.6898,replikate2_peak_14746,235553440
chr2,235580696,235580946,251,235580813,9.45,8.22881,6.04694,5.62202,replikate2_peak_14747,235580821
chr2,235647164,235647481,318,235647354,10.3,7.99793,5.65184,5.40272,replikate2_peak_14748,235647322.5
chr2,236047988,236048372,385,236048144,42.93,15.5586,4.3932,12.7249,replikate2_peak_14749,236048180
chr2,236353295,236353550,256,236353386,8.59,7.08752,5.54984,4.52825,replikate2_peak_14750,236353422.5
chr2,236359688,236360111,424,236359866,15.46,15.5993,9.38705,12.7644,replikate2_peak_14751,236359899.5
chr2,236398203,236398742,540,236398596,13.74,13.1706,8.53239,10.3972,replikate2_peak_14752,236398472.5
chr2,236459975,236460427,453,236460224,34.35,40.4363,17.6728,37.1915,replikate2_peak_14753,236460201
chr2,236471699,236471949,251,236471877,13.74,11.3222,7.35441,8.60477,replikate2_peak_14754,236471824
chr2,236525564,236525861,298,236525707,13.74,11.3449,7.36911,8.62561,replikate2_peak_14755,236525712.5
chr2,236592721,236593391,671,236593144,63.54,52.2812,12.9079,48.8955,replikate2_peak_14756,236593056
chr2,236602973,236603333,361,236603163,15.46,15.8299,9.52658,12.9905,replikate2_peak_14757,236603153
chr2,236611422,236612048,627,236611747,228.4,217.852,20.8544,213.018,replikate2_peak_14758,236611735
chr2,236624998,236625313,316,236625116,18.03,17.4972,9.51571,14.616,replikate2_peak_14759,236625155.5
chr2,236645612,236646210,599,236645821,101.32,36.138,4.65088,32.9472,replikate2_peak_14760,236645911
chr2,236660644,236660909,266,236660776,24.9,6.96909,3.23757,4.41789,replikate2_peak_14761,236660776.5
chr2,236660988,236661294,307,236661103,20.61,4.83877,2.70092,2.41537,replikate2_peak_14762,236661141
chr2,236668025,236668682,658,236668455,83.29,69.9521,14.048,66.3855,replikate2_peak_14763,236668353.5
chr2,236682830,236683165,336,236683019,18.03,17.4972,9.51571,14.616,replikate2_peak_14764,236682997.5
chr2,236691931,236692289,359,236692144,33.49,22.3819,8.08983,19.4076,replikate2_peak_14765,236692110
chr2,236692805,236693446,642,236693108,145.11,210.982,48.7033,206.205,replikate2_peak_14766,236693125.5
chr2,236699500,236699754,255,236699672,10.3,7.10019,5.06914,4.53925,replikate2_peak_14767,236699627
chr2,236703295,236703759,465,236703545,63.54,41.8655,9.2199,38.6026,replikate2_peak_14768,236703527
chr2,236730315,236730839,525,236730587,78.14,93.8943,26.3086,90.1124,replikate2_peak_14769,236730577
chr2,236731647,236732546,900,236732163,230.12,238.734,24.8966,233.716,replikate2_peak_14770,236732096.5
chr2,236739753,236740021,269,236739935,33.49,9.80686,3.44869,7.14295,replikate2_peak_14771,236739887
chr2,236745672,236746217,546,236745914,134.81,54.4402,5.43225,51.0331,replikate2_peak_14772,236745944.5
chr2,236769681,236770222,542,236769982,281.63,159.517,8.56466,155.18,replikate2_peak_14773,236769951.5
chr2,236776859,236777291,433,236777137,48.94,21.9316,5.54916,18.9629,replikate2_peak_14774,236777075
chr2,236813156,236813645,490,236813399,103.9,37.5255,4.76797,34.3169,replikate2_peak_14775,236813400.5
chr2,236818476,236818927,452,236818706,119.35,61.2182,7.07946,57.7388,replikate2_peak_14776,236818701.5
chr2,236819237,236819487,251,236819354,14.6,8.38938,5.18513,5.77863,replikate2_peak_14777,236819362
chr2,236824770,236825516,747,236825058,221.53,69.0052,4.2794,65.4481,replikate2_peak_14778,236825143
chr2,236866857,236867115,259,236867059,8.59,7.08752,5.54984,4.52825,replikate2_peak_14779,236866986
chr2,236874841,236875241,401,236875005,75.56,32.1815,5.46859,29.0476,replikate2_peak_14780,236875041
chr2,236896662,236897070,409,236896840,109.05,68.3797,9.1706,64.8279,replikate2_peak_14781,236896866
chr2,236965451,236965798,348,236965640,14.6,8.41215,5.19896,5.79785,replikate2_peak_14782,236965624.5
chr2,236967222,236967511,290,236967430,27.48,21.8929,9.49215,18.925,replikate2_peak_14783,236967366.5
chr2,236986330,236986925,596,236986675,88.44,34.0001,4.96888,30.8402,replikate2_peak_14784,236986627.5
chr2,236998286,236998543,258,236998417,23.18,5.42882,2.68703,2.95806,replikate2_peak_14785,236998414.5
chr2,237025159,237025600,442,237025383,44.65,21.0171,5.70615,18.0659,replikate2_peak_14786,237025379.5
chr2,237025687,237026326,640,237025910,150.26,147.203,20.792,142.967,replikate2_peak_14787,237026006.5
chr2,237038991,237039421,431,237039177,24.9,16.4434,7.48614,13.5882,replikate2_peak_14788,237039206
chr2,237041203,237041741,539,237041464,304.82,202.013,10.922,197.312,replikate2_peak_14789,237041472
chr2,237043885,237044909,1025,237044199,169.15,141.178,15.4684,136.992,replikate2_peak_14790,237044397
chr2,237052741,237053232,492,237052988,92.73,23.6224,3.47159,20.6244,replikate2_peak_14791,237052986.5
chr2,237060500,237060864,365,237060651,17.17,16.2172,9.08639,13.3691,replikate2_peak_14792,237060682
chr2,237075850,237076351,502,237076104,155.41,147.058,19.5517,142.823,replikate2_peak_14793,237076100.5
chr2,237134980,237135233,254,237135127,13.74,11.3222,7.35441,8.60477,replikate2_peak_14794,237135106.5
chr2,237204776,237205046,271,237204864,9.45,8.22881,6.04694,5.62202,replikate2_peak_14795,237204911
chr2,237209734,237210209,476,237209886,23.18,24.2093,12.0916,21.2031,replikate2_peak_14796,237209971.5
chr2,237235372,237235865,494,237235583,54.95,32.862,7.99327,29.7159,replikate2_peak_14797,237235618.5
chr2,237322978,237323444,467,237323261,20.61,22.9133,12.5091,19.9273,replikate2_peak_14798,237323211
chr2,237325004,237325273,270,237325133,18.89,12.1589,6.61239,9.41515,replikate2_peak_14799,237325138.5
chr2,237483451,237483975,525,237483630,48.94,34.9842,9.98849,31.8089,replikate2_peak_14800,237483713
chr2,237487018,237487522,505,237487260,37.78,20.2698,6.46335,17.3326,replikate2_peak_14801,237487270
chr2,237489402,237489754,353,237489593,53.24,28.7091,6.77945,25.6259,replikate2_peak_14802,237489578
chr2,237490304,237490698,395,237490451,31.77,11.3145,4.09621,8.5985,replikate2_peak_14803,237490501
chr2,237496300,237496869,570,237496588,243.85,238.473,22.2594,233.458,replikate2_peak_14804,237496584.5
chr2,237501017,237501496,480,237501255,78.14,75.5751,17.6293,71.9541,replikate2_peak_14805,237501256.5
chr2,237501884,237502981,1098,237502658,233.55,141.762,9.38199,137.571,replikate2_peak_14806,237502432.5
chr2,237509861,237510618,758,237510242,202.64,155.198,13.5759,150.897,replikate2_peak_14807,237510239.5
chr2,237558875,237559565,691,237559172,317.7,230.799,12.7479,225.852,replikate2_peak_14808,237559220
chr2,237568548,237568949,402,237568790,16.31,16.9541,9.87687,14.0886,replikate2_peak_14809,237568748.5
chr2,237614179,237614555,377,237614375,15.46,13.7287,8.22775,10.9392,replikate2_peak_14810,237614367
chr2,237650605,237650893,289,237650722,27.48,20.5204,8.73779,17.5772,replikate2_peak_14811,237650749
chr2,237683125,237683375,251,237683264,14.6,6.17368,3.89922,3.659,replikate2_peak_14812,237683250
chr2,237691091,237691411,321,237691254,23.18,11.0053,4.83665,8.29984,replikate2_peak_14813,237691251
chr2,237727667,237728145,479,237727822,12.02,9.01644,5.77426,6.3858,replikate2_peak_14814,237727906
chr2,237743796,237744099,304,237743995,21.47,15.2573,7.48866,12.4305,replikate2_peak_14815,237743947.5
chr2,237861078,237861520,443,237861301,31.77,17.8356,6.55393,14.9482,replikate2_peak_14816,237861299
chr2,237870075,237870387,313,237870259,12.88,10.1966,6.93979,7.51667,replikate2_peak_14817,237870231
chr2,237917398,237917941,544,237917514,24.04,19.8041,9.08302,16.8767,replikate2_peak_14818,237917669.5
chr2,237928184,237928777,594,237928429,64.4,42.9009,9.34256,39.6258,replikate2_peak_14819,237928480.5
chr2,237939243,237939500,258,237939432,28.34,7.02967,2.93351,4.47481,replikate2_peak_14820,237939371.5
chr2,237940298,237940587,290,237940501,31.77,15.1537,5.46161,12.3311,replikate2_peak_14821,237940442.5
chr2,237940810,237941192,383,237941025,137.38,81.0042,8.64889,77.3342,replikate2_peak_14822,237941001
chr2,238141882,238142228,347,238142033,20.61,10.9285,5.40184,8.22537,replikate2_peak_14823,238142055
chr2,238271585,238271878,294,238271664,11.16,9.08008,6.08115,6.44397,replikate2_peak_14824,238271731.5
chr2,238564390,238564680,291,238564552,13.74,11.3449,7.36911,8.62561,replikate2_peak_14825,238564535
chr2,238573452,238573759,308,238573562,12.02,11.8846,7.53821,9.14785,replikate2_peak_14826,238573605.5
chr2,238583330,238583587,258,238583484,18.89,12.1886,6.63002,9.44094,replikate2_peak_14827,238583458.5
chr2,238684555,238684891,337,238684663,27.48,11.0126,4.36622,8.30674,replikate2_peak_14828,238684723
chr2,239007064,239007381,318,239007212,30.05,16.9306,6.21047,14.0666,replikate2_peak_14829,239007222.5
chr2,239009795,239010045,251,239009947,9.45,8.22881,6.04694,5.62202,replikate2_peak_14830,239009920
chr2,239109013,239109332,320,239109178,11.16,9.08008,6.08115,6.44397,replikate2_peak_14831,239109172.5
chr2,239127469,239127720,252,239127511,8.59,7.08752,5.54984,4.52825,replikate2_peak_14832,239127594.5
chr2,239181885,239182257,373,239182118,10.3,7.98044,5.64055,5.39074,replikate2_peak_14833,239182071
chr2,239268188,239268843,656,239268475,283.35,193.434,11.374,188.807,replikate2_peak_14834,239268515.5
chr2,240069508,240070389,882,240070099,314.26,184.114,9.00748,179.571,replikate2_peak_14835,240069948.5
chr2,240089948,240090268,321,240090137,15.46,13.7287,8.22775,10.9392,replikate2_peak_14836,240090108
chr2,240094683,240094952,270,240094777,9.45,8.22881,6.04694,5.62202,replikate2_peak_14837,240094817.5
chr2,240098308,240098734,427,240098519,27.48,27.248,12.6281,24.1879,replikate2_peak_14838,240098521
chr2,240105090,240105484,395,240105285,24.9,28.951,14.9946,25.8648,replikate2_peak_14839,240105287
chr2,240148715,240149318,604,240149085,34.35,40.4363,17.6728,37.1915,replikate2_peak_14840,240149016.5
chr2,240235336,240235594,259,240235522,9.45,8.22881,6.04694,5.62202,replikate2_peak_14841,240235465
chr2,240251010,240251297,288,240251161,10.3,9.41099,6.54403,6.75706,replikate2_peak_14842,240251153.5
chr2,240251474,240251961,488,240251658,18.03,20.0121,11.0179,17.0802,replikate2_peak_14843,240251717.5
chr2,240368627,240369148,522,240368887,24.04,28.951,14.4975,25.8648,replikate2_peak_14844,240368887.5
chr2,240369231,240369721,491,240369510,12.02,11.8846,7.53821,9.14785,replikate2_peak_14845,240369476
chr2,240387715,240387979,265,240387798,8.59,7.08752,5.54984,4.52825,replikate2_peak_14846,240387847
chr2,240450370,240450783,414,240450514,11.16,10.46,6.938,7.76976,replikate2_peak_14847,240450576.5
chr2,240457296,240458039,744,240457521,36.92,30.9983,11.6359,27.8819,replikate2_peak_14848,240457667.5
chr2,240565878,240566223,346,240565985,33.49,19.6848,6.89739,16.7597,replikate2_peak_14849,240566050.5
chr2,240857124,240857601,478,240857347,43.79,34.7042,11.1976,31.5337,replikate2_peak_14850,240857362.5
chr2,240861571,240862031,461,240861733,103.04,47.6614,6.11981,44.3298,replikate2_peak_14851,240861801
chr2,240889407,240889852,446,240889632,21.47,22.3943,11.8018,19.4199,replikate2_peak_14852,240889629.5
chr2,240893372,240894492,1121,240894262,57.53,45.1584,11.7058,41.8551,replikate2_peak_14853,240893932
chr2,240898367,240898670,304,240898471,32.63,18.7537,6.72566,15.8468,replikate2_peak_14854,240898518.5
chr2,240960481,240960831,351,240960659,12.02,10.1756,6.49748,7.50007,replikate2_peak_14855,240960656
chr2,241000663,241000972,310,241000825,12.88,11.8846,8.0353,9.14785,replikate2_peak_14856,241000817.5
chr2,241269662,241269977,316,241269772,9.45,8.08823,5.95838,5.48964,replikate2_peak_14857,241269819.5
chr2,241308588,241309026,439,241308777,17.17,16.2172,9.08639,13.3691,replikate2_peak_14858,241308807
chr20,328670,328984,315,328834,13.74,11.3449,7.36911,8.62561,replikate2_peak_14859,328827
chr20,366198,366577,380,366337,24.04,14.5125,6.26047,11.7017,replikate2_peak_14860,366387.5
chr20,445035,445442,408,445200,16.31,17.1997,10.0237,14.33,replikate2_peak_14861,445238.5
chr20,620802,621382,581,621100,37.78,34.1251,12.9267,30.9636,replikate2_peak_14862,621092
chr20,720782,721283,502,721039,62.68,69.1871,21.2269,65.6287,replikate2_peak_14863,721032.5
chr20,736909,737384,476,737157,28.34,35.2616,16.983,32.0826,replikate2_peak_14864,737146.5
chr20,740110,740617,508,740338,55.81,37.8412,9.46859,34.629,replikate2_peak_14865,740363.5
chr20,753996,754575,580,754234,30.05,31.3848,13.7705,28.2625,replikate2_peak_14866,754285.5
chr20,828923,830021,1099,829189,234.41,164.435,11.7704,160.06,replikate2_peak_14867,829472
chr20,835565,835931,367,835743,12.88,11.8846,8.0353,9.14785,replikate2_peak_14868,835748
chr20,841956,842515,560,842318,49.8,22.7291,5.64456,19.7475,replikate2_peak_14869,842235.5
chr20,902877,903160,284,903092,12.02,9.01644,5.77426,6.3858,replikate2_peak_14870,903018.5
chr20,903274,903694,421,903458,46.37,48.6553,17.1805,45.3124,replikate2_peak_14871,903484
chr20,953584,953956,373,953807,44.65,56.5026,22.8246,53.0716,replikate2_peak_14872,953770
chr20,977302,977552,251,977409,8.59,7.08752,5.54984,4.52825,replikate2_peak_14873,977427
chr20,1334904,1335270,367,1335052,17.17,16.2172,9.08639,13.3691,replikate2_peak_14874,1335087
chr20,1418463,1418725,263,1418636,9.45,6.95302,5.22252,4.40418,replikate2_peak_14875,1418594
chr20,2006030,2006317,288,2006174,24.9,19.8041,9.39446,16.8767,replikate2_peak_14876,2006173.5
chr20,2169167,2169417,251,2169322,8.59,7.08752,5.54984,4.52825,replikate2_peak_14877,2169292
chr20,2207677,2208164,488,2207917,44.65,62.609,26.4277,59.1153,replikate2_peak_14878,2207920.5
chr20,2244523,2245111,589,2244829,97.03,64.3259,9.80262,60.8141,replikate2_peak_14879,2244817
chr20,2246163,2246613,451,2246399,32.63,37.36,16.8141,34.1533,replikate2_peak_14880,2246388
chr20,2276012,2276461,450,2276251,21.47,21.4658,11.233,18.5051,replikate2_peak_14881,2276236.5
chr20,2349786,2350104,319,2349958,19.75,18.7663,10.3536,15.8585,replikate2_peak_14882,2349945
chr20,2698150,2698615,466,2698399,13.74,13.1706,8.53239,10.3972,replikate2_peak_14883,2698382.5
chr20,2699009,2699533,525,2699256,60.96,84.1327,30.9817,80.4354,replikate2_peak_14884,2699271
chr20,2768354,2768691,338,2768485,10.3,7.99793,5.65184,5.40272,replikate2_peak_14885,2768522.5
chr20,3068773,3069429,657,3069135,186.32,170.601,18.7325,166.173,replikate2_peak_14886,3069101
chr20,3081036,3081292,257,3081225,11.16,10.6306,7.04112,7.93432,replikate2_peak_14887,3081164
chr20,3510041,3510370,330,3510184,12.88,10.1966,6.93979,7.51667,replikate2_peak_14888,3510205.5
chr20,3553820,3554120,301,3553975,11.16,7.99791,5.39349,5.40272,replikate2_peak_14889,3553970
chr20,3672369,3672905,537,3672691,48.94,63.2096,24.9712,59.7102,replikate2_peak_14890,3672637
chr20,3738174,3738624,451,3738374,23.18,16.2388,7.42045,13.3903,replikate2_peak_14891,3738399
chr20,3973731,3974160,430,3973973,117.63,47.6848,5.39244,44.3528,replikate2_peak_14892,3973945.5
chr20,4109604,4110172,569,4109844,53.24,79.14,31.3986,75.4875,replikate2_peak_14893,4109888
chr20,4134581,4134901,321,4134740,25.76,22.0919,10.3666,19.1204,replikate2_peak_14894,4134741
chr20,4135320,4135805,486,4135563,60.96,66.197,20.6545,62.6666,replikate2_peak_14895,4135562.5
chr20,4136421,4137028,608,4136701,123.64,170.712,41.548,166.283,replikate2_peak_14896,4136724.5
chr20,4137961,4138329,369,4138158,131.37,63.4378,6.61859,59.9345,replikate2_peak_14897,4138145
chr20,4154929,4155179,251,4155115,10.3,9.41099,6.54403,6.75706,replikate2_peak_14898,4155054
chr20,4161380,4161749,370,4161533,14.6,14.4863,9.02949,11.6786,replikate2_peak_14899,4161564.5
chr20,4161921,4162299,379,4162111,27.48,21.8929,9.49215,18.925,replikate2_peak_14900,4162110
chr20,4172148,4172438,291,4172337,9.45,8.08823,5.95838,5.48964,replikate2_peak_14901,4172293
chr20,4458042,4458490,449,4458261,30.05,34.3355,15.5262,31.17,replikate2_peak_14902,4458266
chr20,4493482,4493750,269,4493713,10.3,7.99793,5.65184,5.40272,replikate2_peak_14903,4493616
chr20,4493828,4494197,370,4494022,21.47,21.4293,11.2106,18.4709,replikate2_peak_14904,4494012.5
chr20,4968613,4968863,251,4968710,11.16,9.06087,6.06902,6.42726,replikate2_peak_14905,4968738
chr20,5724624,5724876,253,5724802,29.19,8.67725,3.35486,6.05592,replikate2_peak_14906,5724750
chr20,5833297,5833680,384,5833460,41.21,27.556,8.44294,24.4919,replikate2_peak_14907,5833488.5
chr20,5845915,5846273,359,5846146,23.18,11.0053,4.83665,8.29984,replikate2_peak_14908,5846094
chr20,5865715,5865973,259,5865809,16.31,10.2513,5.77138,7.56611,replikate2_peak_14909,5865844
chr20,6701707,6702074,368,6701895,8.59,7.08752,5.54984,4.52825,replikate2_peak_14910,6701890.5
chr20,6707160,6707481,322,6707368,11.16,10.6306,7.04112,7.93432,replikate2_peak_14911,6707320.5
chr20,7367324,7367925,602,7367617,35.2,41.9929,18.1021,38.727,replikate2_peak_14912,7367624.5
chr20,7691670,7691971,302,7691811,74.7,18.1199,3.29137,15.2291,replikate2_peak_14913,7691820.5
chr20,7692500,7693008,509,7692661,25.76,10.5157,4.45986,7.82362,replikate2_peak_14914,7692754
chr20,7711574,7711868,295,7711760,25.76,12.6201,5.35184,9.86086,replikate2_peak_14915,7711721
chr20,7988481,7988731,251,7988580,33.49,8.66882,3.13518,6.04799,replikate2_peak_14916,7988606
chr20,8067084,8067355,272,8067252,46.37,11.4765,3.15777,8.75489,replikate2_peak_14917,8067219.5
chr20,8073058,8073567,510,8073286,47.23,31.5767,8.73961,28.4525,replikate2_peak_14918,8073312.5
chr20,8126151,8126411,261,8126283,54.09,10.8458,2.75471,8.14644,replikate2_peak_14919,8126281
chr20,8142119,8142525,407,8142285,42.93,33.5372,10.983,30.3834,replikate2_peak_14920,8142322
chr20,8206030,8206305,276,8206139,37.78,6.33454,2.42376,3.81644,replikate2_peak_14921,8206167.5
chr20,8208991,8209265,275,8209102,45.51,13.1828,3.57753,10.4091,replikate2_peak_14922,8209128
chr20,8225824,8226158,335,8225930,21.47,6.40804,3.20943,3.88762,replikate2_peak_14923,8225991
chr20,8243695,8244341,647,8244035,149.4,61.7206,5.57049,58.236,replikate2_peak_14924,8244018
chr20,8346154,8346582,429,8346343,34.35,32.1886,12.8203,29.0544,replikate2_peak_14925,8346368
chr20,8361261,8361557,297,8361405,18.89,7.28745,3.97801,4.71971,replikate2_peak_14926,8361409
chr20,8703171,8703431,261,8703291,37.78,10.934,3.52547,8.23065,replikate2_peak_14927,8703301
chr20,8768634,8768973,340,8768763,13.74,11.3449,7.36911,8.62561,replikate2_peak_14928,8768803.5
chr20,9399783,9400076,294,9399847,24.04,14.5125,6.26047,11.7017,replikate2_peak_14929,9399929.5
chr20,9531560,9532021,462,9531797,90.16,61.3847,10.1286,57.9037,replikate2_peak_14930,9531790.5
chr20,10076573,10076989,417,10076761,77.28,41.3383,7.11614,38.0814,replikate2_peak_14931,10076781
chr20,10087690,10088129,440,10087905,22.32,16.3197,7.77487,13.4673,replikate2_peak_14932,10087909.5
chr20,10250803,10251226,424,10251062,67.83,26.2018,4.91661,23.1599,replikate2_peak_14933,10251014.5
chr20,10559224,10559697,474,10559474,206.07,80.4646,5.30958,76.8004,replikate2_peak_14934,10559460.5
chr20,10578545,10579176,632,10578794,48.08,19.8491,4.90838,16.9205,replikate2_peak_14935,10578860.5
chr20,10662285,10662873,589,10662562,73.84,86.1002,24.9477,82.3852,replikate2_peak_14936,10662579
chr20,11219495,11219944,450,11219696,31.77,5.90546,2.52074,3.41275,replikate2_peak_14937,11219719.5
chr20,11791813,11792063,251,11791881,7.73,4.29726,3.8704,1.90638,replikate2_peak_14938,11791938
chr20,11799204,11799489,286,11799349,27.48,17.3804,7.11911,14.5055,replikate2_peak_14939,11799346.5
chr20,12234246,12234508,263,12234338,11.16,10.6306,7.04112,7.93432,replikate2_peak_14940,12234377
chr20,12286536,12286809,274,12286654,26.62,16.4086,6.90445,13.554,replikate2_peak_14941,12286672.5
chr20,12287687,12288033,347,12287852,10.3,7.99793,5.65184,5.40272,replikate2_peak_14942,12287860
chr20,13058854,13059473,620,13059073,39.5,48.2676,20.2083,44.9285,replikate2_peak_14943,13059163.5
chr20,13243940,13244301,362,13244108,50.66,23.5351,5.73997,20.5383,replikate2_peak_14944,13244120.5
chr20,13701619,13701871,253,13701740,14.6,8.41215,5.19896,5.79785,replikate2_peak_14945,13701745
chr20,13728077,13728347,271,13728210,12.88,11.8846,8.0353,9.14785,replikate2_peak_14946,13728212
chr20,13729812,13730105,294,13729973,13.74,13.1706,8.53239,10.3972,replikate2_peak_14947,13729958.5
chr20,14329368,14329721,354,14329557,44.65,30.6829,9.12985,27.5697,replikate2_peak_14948,14329544.5
chr20,14580444,14580859,416,14580669,23.18,9.49057,4.19193,6.83355,replikate2_peak_14949,14580651.5
chr20,14583485,14583758,274,14583626,83.29,18.7967,3.12178,15.8887,replikate2_peak_14950,14583621.5
chr20,14712341,14712771,431,14712553,137.38,42.9133,4.1934,39.638,replikate2_peak_14951,14712556
chr20,14729427,14729734,308,14729594,10.3,7.7672,5.50271,5.18236,replikate2_peak_14952,14729580.5
chr20,14775755,14776016,262,14775892,85.01,30.1478,4.52659,27.0435,replikate2_peak_14953,14775885.5
chr20,14821077,14821571,495,14821365,156.27,88.7563,8.27749,85.0183,replikate2_peak_14954,14821324
chr20,14839256,14839525,270,14839401,42.93,14.0129,3.99381,11.2192,replikate2_peak_14955,14839390.5
chr20,14845418,14845839,422,14845638,36.06,14.8223,4.63286,12.0063,replikate2_peak_14956,14845628.5
chr20,14852466,14852769,304,14852622,19.75,13.1909,6.91623,10.4154,replikate2_peak_14957,14852617.5
chr20,14859743,14860090,348,14859887,19.75,10.0802,5.18718,7.40859,replikate2_peak_14958,14859916.5
chr20,14866776,14867248,473,14867112,15.46,10.1203,5.96863,7.44815,replikate2_peak_14959,14867012
chr20,14878922,14879670,749,14879418,236.13,68.6097,4.01908,65.0557,replikate2_peak_14960,14879296
chr20,14920213,14920481,269,14920348,42.07,11.4509,3.31333,8.73017,replikate2_peak_14961,14920347
chr20,14950564,14951072,509,14950836,120.21,59.3418,6.73386,55.8803,replikate2_peak_14962,14950818
chr20,15010358,15010641,284,15010508,35.2,18.5163,6.03403,15.6143,replikate2_peak_14963,15010499.5
chr20,15028700,15029169,470,15028941,19.75,18.7993,10.3744,15.8902,replikate2_peak_14964,15028934.5
chr20,15038913,15039677,765,15039338,182.03,174.273,20.3368,169.813,replikate2_peak_14965,15039295
chr20,15062032,15062361,330,15062227,45.51,21.8364,5.81349,18.8712,replikate2_peak_14966,15062196.5
chr20,15440348,15440775,428,15440582,140.82,74.0434,7.46404,70.4373,replikate2_peak_14967,15440561.5
chr20,15487062,15487409,348,15487235,29.19,11.5922,4.31339,8.86828,replikate2_peak_14968,15487235.5
chr20,15496364,15496807,444,15496605,82.43,37.7118,5.95924,34.5016,replikate2_peak_14969,15496585.5
chr20,15656275,15656535,261,15656388,32.63,11.9912,4.20354,9.25303,replikate2_peak_14970,15656405
chr20,15818699,15818988,290,15818881,30.91,7.09779,2.901,4.5369,replikate2_peak_14971,15818843.5
